pair_id,job_id,cand_id,domain_category,job_title,job_requirements,job_description,job_address,desired_job,candidate_skills,candidate_work_exp,workplace_desired,human_role_score,human_skill_score,human_exp_score,human_loc_score,human_relevance,human_rationale
170,JOB_02,CV_055,DIFFERENT_DOMAIN,HR Business Partner,"Tốt nghiệp đại học các chuyên ngành liên quan như kinh tế, quản trị, hành chánh, luật...Am hiểu sâu về Luật Lao động, Luật doanh nghiệp, Luật BHXH, Luật Công đoàn.Có ít nhất 3 năm kinh nghiệm trong công tác quản trị nhân sự và hành chánh. Ít nhất 1 năm kinh nghiệm ở vị trí tương đương.Kỹ năng lãnh đạo nhân viên; lập kế hoạch; giao tiếp tốtKỹ năng tổ chức và giám sát công việcKỹ năng phân tích, tổng hợp, làm báo cáo.Có khả năng chịu áp lực cao trong công việcTrung thực, chính trực, nhiệt tình công tác. Sáng tạo trong công việc","Xây dựng và thực hiện chiến lược nhân sự phù hợp với chiến lược kinh doanh tổng thể trong từng giai đoạn phát triển của Công ty.Giám sát và quản lý hệ thống đánh giá, thưởng phạt cho nhân viên.Hỗ trợ các nhu cầu kinh doanh thông qua việc tham gia phát triền và giưc chân lao độngXây dựng và quản lý k",Hồ Chí Minh,Trợ giảng tiếng Anh,"- Có niềm say mê trong công việc - Giao tiếp, ứng xử với mọi người tốt - Dễ dàng làm quen với môi trường mới - Quản lý thời gian hiệu quả - Chịu được áp lực cao trong công việc - Kỹ năng tự chủ, nghiên cứu học hỏi tốt. - Biết cách phân loại vấn đề diễn ra trong quá trình xử lý công việc - Kỹ năng tin học văn phòng thành thạo - Có tầm nhìn và sự quyết đoán",1-3 năm,Bình Dương,,,,,,
132,JOB_01,CV_061,ADJACENT_DOMAIN,"Thực Tập Sinh Lập Trình (No-Code, Low-Code Platform)","Sinh viên năm 3, năm 4 hoặc sinh viên cao học năm 1, năm 2 chuyên ngành công nghệ thông tin.Thời gian làm việc từ thứ 2 đến thứ 6, thực tập đáp ứng tối thiểu 4 ngày/tuần.Những người quan tâm đến thị trường No-code và Low-code mới và muốn làm việc trong lĩnh vực này.Những người thích làm việc một cách hiệu quả, chủ động học hỏi trao dồi kiến thức ngành.Có laptop cá nhân.","Phối hợp với bộ phận lập trình No-code, Low-code phát triển các ứng dụng sử dụng nền tảng phát triển No-code, Low-code, thiết lập và xác định cấu hình hệ thống cho các yêu cầu riêng của từng khách hàng.Tạo trang web bằng Webflow, Shopify, Burble, Adalo, xây dựng trang website thương mại điện tử EC, ",Hồ Chí Minh,Nhân viên,"Biết lắng nghe tiếp thu ý kiến của đồng nghiệp và cấp trên Chăm chỉ, chịu khó tìm hiểu các vấn đề trong công việc và cuộc sống Tinh thần trách nhiệm trong công việc Chịu được áp lực trong công việc Hòa đồng, vui vẻ với đồng nghiệp",3-5 năm,Bình Dương,,,,,,
101,JOB_01,CV_021,ADJACENT_DOMAIN,"Thực Tập Sinh Lập Trình (No-Code, Low-Code Platform)","Sinh viên năm 3, năm 4 hoặc sinh viên cao học năm 1, năm 2 chuyên ngành công nghệ thông tin.Thời gian làm việc từ thứ 2 đến thứ 6, thực tập đáp ứng tối thiểu 4 ngày/tuần.Những người quan tâm đến thị trường No-code và Low-code mới và muốn làm việc trong lĩnh vực này.Những người thích làm việc một cách hiệu quả, chủ động học hỏi trao dồi kiến thức ngành.Có laptop cá nhân.","Phối hợp với bộ phận lập trình No-code, Low-code phát triển các ứng dụng sử dụng nền tảng phát triển No-code, Low-code, thiết lập và xác định cấu hình hệ thống cho các yêu cầu riêng của từng khách hàng.Tạo trang web bằng Webflow, Shopify, Burble, Adalo, xây dựng trang website thương mại điện tử EC, ",Hồ Chí Minh,Tư vấn giám sát - Quản lý dự án - Chỉ huy trưởng MEP,"Như có đề cập ở trên, tôi có cơ hội được đi thực tập, làm việc trong lĩnh vực xây dựng từ sớm nên tôi có những kỹ năng thực tế trên công trường. Đầu tiên là kỹ năng đàm phán, trao đổi thông tin. Cụ thể là trong quá trình thực tập, tôi được tham gia vào dự án lớn và được làm việc với những bên thứ ba vì vậy khả năng trao đổi công việc cũng như đàm phán của tôi rất tốt. Bên cạnh đó, tôi cũng sử dụng được các phần mềm văn phòng khác hỗ trợ lập kế hoạch và soạn thảo văn bản tốt hơn.",5-10 năm,"Hồ Chí Minh, Bình Dương, Long An",,,,,,
128,JOB_01,CV_106,ADJACENT_DOMAIN,"Thực Tập Sinh Lập Trình (No-Code, Low-Code Platform)","Sinh viên năm 3, năm 4 hoặc sinh viên cao học năm 1, năm 2 chuyên ngành công nghệ thông tin.Thời gian làm việc từ thứ 2 đến thứ 6, thực tập đáp ứng tối thiểu 4 ngày/tuần.Những người quan tâm đến thị trường No-code và Low-code mới và muốn làm việc trong lĩnh vực này.Những người thích làm việc một cách hiệu quả, chủ động học hỏi trao dồi kiến thức ngành.Có laptop cá nhân.","Phối hợp với bộ phận lập trình No-code, Low-code phát triển các ứng dụng sử dụng nền tảng phát triển No-code, Low-code, thiết lập và xác định cấu hình hệ thống cho các yêu cầu riêng của từng khách hàng.Tạo trang web bằng Webflow, Shopify, Burble, Adalo, xây dựng trang website thương mại điện tử EC, ",Hồ Chí Minh,Nhân viên viết content online,"- Sự hiểu biết và tính ham học hỏi - Khả năng học và tự học hỏi nhanh. - Có khả năng thích nghi nhanh với môi trường làm việc - Kỹ năng tổ chức và quản lý công việc hiệu quả - Khả năng chịu được áp lực công việc - Kỹ năng tự chủ, nghiên cứu học hỏi tốt. - Xử lý tình huống nhanh - Thành thạo tin học văn phòng - Kỹ năng lãnh đạo tốt",Chưa có kinh nghiệm,"Hồ Chí Minh, Bình Dương, Đắk Lắk",,,,,,
84,JOB_01,CV_118,ADJACENT_DOMAIN,"Thực Tập Sinh Lập Trình (No-Code, Low-Code Platform)","Sinh viên năm 3, năm 4 hoặc sinh viên cao học năm 1, năm 2 chuyên ngành công nghệ thông tin.Thời gian làm việc từ thứ 2 đến thứ 6, thực tập đáp ứng tối thiểu 4 ngày/tuần.Những người quan tâm đến thị trường No-code và Low-code mới và muốn làm việc trong lĩnh vực này.Những người thích làm việc một cách hiệu quả, chủ động học hỏi trao dồi kiến thức ngành.Có laptop cá nhân.","Phối hợp với bộ phận lập trình No-code, Low-code phát triển các ứng dụng sử dụng nền tảng phát triển No-code, Low-code, thiết lập và xác định cấu hình hệ thống cho các yêu cầu riêng của từng khách hàng.Tạo trang web bằng Webflow, Shopify, Burble, Adalo, xây dựng trang website thương mại điện tử EC, ",Hồ Chí Minh,Kỹ Sư,RELEVANT SKILLS - Team work - Communication - CAD design - Machine tool operating CAD SOFTWARE - Inventor 3D - Autocad - Solidwords - Creo - Moldex 3D,Chưa có kinh nghiệm,Hồ Chí Minh,,,,,,
1008,JOB_14,CV_088,ADJACENT_DOMAIN,Content Marketing,"- Tốt nghiệp Cao đẳng/Đại học chuyên ngành Quản trị kinh doanh, Marketing, Ngôn ngữ,... và các khối ngành liên quan. - Tối thiểu 1-2 năm kinh nghiệm ở vị trí tương đương, đã từng làm việc trong lĩnh vực thời trang, làm đẹp là một lợi thế. - Tin học văn phòng.- Kỹ năng viết lách, sáng tạo nội dung, kỹ năng quản lý thời gian tốt - Đam mê và mong muốn phát triển lâu dài với nghề Content. - Nắm bắt xu hướng, chuyển động của mạng xã hội. - Biết các thủ thuật tăng like, views...cho các bài viết trên các kênh truyền thông của Công ty - Khả năng làm việc nhóm -Năng động, chủ động và cẩn trọng trong công việc","- Xây dựng, sáng tạo, quản trị nội dung (bao gồm viết nội dung, trình bày nội dung, ý tưởng về hình ảnh) trên Fanpages, Website, và các kênh truyền thông của Công ty.- Chịu trách nhiệm về các hoạt động Marketing/ Content và các hoạt động Branding khác liên quan đến các sản phẩm/nhãn hàng đảm nhiệm. ",Hồ Chí Minh,Trưởng Nhóm Kinh Doanh,Kỹ năng tổ chức Kỹ năng lãnh đạo Quản lý thời gian hiệu quả Kỹ năng giao tiếp Kỹ năng thuyết trình Dễ dàng thích nghi với môi trường mới Kỹ năng làm việc theo nhóm Lập kế hoạch Tư duy sáng tạo Giải quyết vấn đề,3-5 năm,Hà Nội,,,,,,
3663,JOB_52,CV_114,ADJACENT_DOMAIN,Thực Tập Kế Toán Nhập Liệu,"Sinh viên đang theo học chuyên ngành kế toán, coi trọng công việc thực tậpTư duy logic tốt, kỷ luật cao, trung thực và chăm chỉƯu tiên các ứng viên có khả năng giao tiếp tốt",Nhập liệu hóa đơn bán hàng và báo có/báo nợ ngân hàng trên phần mềm kế toánCập nhật và theo dõi công nợ đơn giản Hỗ trợ lập hợp đồng/báo giá và các công việc hành chính cơ bản khác,Hà Nội,NHÂN VIÊN hành chính văn phòng,Biết lắng nghe tiếp thu ý kiến của đồng nghiệp và cấp trên,Chưa có kinh nghiệm,Hồ Chí Minh,,,,,,
94,JOB_01,CV_026,ADJACENT_DOMAIN,"Thực Tập Sinh Lập Trình (No-Code, Low-Code Platform)","Sinh viên năm 3, năm 4 hoặc sinh viên cao học năm 1, năm 2 chuyên ngành công nghệ thông tin.Thời gian làm việc từ thứ 2 đến thứ 6, thực tập đáp ứng tối thiểu 4 ngày/tuần.Những người quan tâm đến thị trường No-code và Low-code mới và muốn làm việc trong lĩnh vực này.Những người thích làm việc một cách hiệu quả, chủ động học hỏi trao dồi kiến thức ngành.Có laptop cá nhân.","Phối hợp với bộ phận lập trình No-code, Low-code phát triển các ứng dụng sử dụng nền tảng phát triển No-code, Low-code, thiết lập và xác định cấu hình hệ thống cho các yêu cầu riêng của từng khách hàng.Tạo trang web bằng Webflow, Shopify, Burble, Adalo, xây dựng trang website thương mại điện tử EC, ",Hồ Chí Minh,Nhân viên Chăm sóc khách hàng partime,"- Kỹ năng giao tiếp, thuyết phục khách hàng giỏi, giữ chân được khách hàng. - Khả năng nói tiếng Anh lưu loát và thành thạo, giúp khách hàng thêm tin tưởng. - Chăm chỉ và chịu khó, thường xuyên trau dồi các kiến thức và am hiểu nhu cầu của thị trường, tìm kiếm được nhiều khách hàng tiềm năng. - Thân thiện và hòa đồng với khách hàng, trò chuyện với khách hàng nhẹ nhàng, hòa nhã, ngay cả khi khách hàng khó tính và dùng lời lẽ không hay. - Có khả năng giữ được bình tĩnh, có trách nhiệm với công việc mà mình đang làm.",Chưa có kinh nghiệm,Quảng Nam,,,,,,
5230,JOB_74,CV_083,DIFFERENT_DOMAIN,Nhân Viên Khai Báo Hải Quan,"- Ưu tiên có kinh nghiệm về thanh khoản, báo cáo quyết toán.- Thành thạo tiếng Anh (nghe nói, đọc, viết) và kỹ năng máy tính tốt (MS. Words, Excel, PowerPoint)- Có ít nhất 2 năm kinh nghiệm trở lên cùng vị trí tại Forwarder, hiểu biết về các thủ tục xuất nhập khẩu, giấy phép xuất nhập khẩu hàng hóa, thành thao và nắm rõ những công việc của 1 customs broker.- Có kiến thức về luật hải quan Việt Nam.- Nhiệt tình và có kỹ năng giao tiếp, đàm phán với khách hàng, đồng nghiệp và trưởng bộ phận.- Sẵn sàng chấp nhận thử thách, chịu được áp lực làm việc với cường độ công việc cao.","1. Nhận chứng từ xuất nhập khẩu từ đại lý và khách hàng.2. Kiểm tra thông tin hàng hóa, giấy phép xuất nhập khẩu cần thiết (nếu có).3. Khai báo Hải quan qua phần mềm ECUS / Vnaccs cho tất cả các loại hàng kinh doanh, đầu tư gia công và khu chế xuất.4. Làm kiểm dịch động vật, thực vật, giám định, kiể",Hà Nội,Nhân viên lái xe bằng B2,"Có những kỹ năng chuyên sâu trong vấn đề chuyển giao nhận hàng vì đã có kinh nghiệm. Biết cách phục vụ khách hàng, làm hài lòng khách hàng. Có khả năng lãnh đạo, đứng đầu trong việc quản lý hàng hóa. Cẩn trọng trong từng khâu chuỗi làm việc. Hòa đồng, năng động, vui vẻ với mọi người xung quanh.",1-3 năm,Hồ Chí Minh,,,,,,
186,JOB_02,CV_048,DIFFERENT_DOMAIN,HR Business Partner,"Tốt nghiệp đại học các chuyên ngành liên quan như kinh tế, quản trị, hành chánh, luật...Am hiểu sâu về Luật Lao động, Luật doanh nghiệp, Luật BHXH, Luật Công đoàn.Có ít nhất 3 năm kinh nghiệm trong công tác quản trị nhân sự và hành chánh. Ít nhất 1 năm kinh nghiệm ở vị trí tương đương.Kỹ năng lãnh đạo nhân viên; lập kế hoạch; giao tiếp tốtKỹ năng tổ chức và giám sát công việcKỹ năng phân tích, tổng hợp, làm báo cáo.Có khả năng chịu áp lực cao trong công việcTrung thực, chính trực, nhiệt tình công tác. Sáng tạo trong công việc","Xây dựng và thực hiện chiến lược nhân sự phù hợp với chiến lược kinh doanh tổng thể trong từng giai đoạn phát triển của Công ty.Giám sát và quản lý hệ thống đánh giá, thưởng phạt cho nhân viên.Hỗ trợ các nhu cầu kinh doanh thông qua việc tham gia phát triền và giưc chân lao độngXây dựng và quản lý k",Hồ Chí Minh,Nhân viên lái xe - Bằng Lái Xe Hạng B2,"- Có thể ghi nhớ tên cùng vị trí đường ngay cả khi mới đi qua 1 lần - Là người có tinh thần trách nhiệm cao, biết ưu tiên các đầu việc quan trọng để hoàn thành kịp tiến độ cấp trên yêu cầu - Là người siêng năng, chịu khó",5-10 năm,Hà Nội,,,,,,
93,JOB_01,CV_025,ADJACENT_DOMAIN,"Thực Tập Sinh Lập Trình (No-Code, Low-Code Platform)","Sinh viên năm 3, năm 4 hoặc sinh viên cao học năm 1, năm 2 chuyên ngành công nghệ thông tin.Thời gian làm việc từ thứ 2 đến thứ 6, thực tập đáp ứng tối thiểu 4 ngày/tuần.Những người quan tâm đến thị trường No-code và Low-code mới và muốn làm việc trong lĩnh vực này.Những người thích làm việc một cách hiệu quả, chủ động học hỏi trao dồi kiến thức ngành.Có laptop cá nhân.","Phối hợp với bộ phận lập trình No-code, Low-code phát triển các ứng dụng sử dụng nền tảng phát triển No-code, Low-code, thiết lập và xác định cấu hình hệ thống cho các yêu cầu riêng của từng khách hàng.Tạo trang web bằng Webflow, Shopify, Burble, Adalo, xây dựng trang website thương mại điện tử EC, ",Hồ Chí Minh,Kế toán/ Sale admin (Trợ lý kinh doanh),- Trung thực và cẩn thận - Quan sát và phân tích - Giao tiếp và ứng xử tốt - Chịu được áp lực công việc - Sắp xếp và quản lý thời gian,5-10 năm,Bình Dương,,,,,,
75,JOB_01,CV_009,ADJACENT_DOMAIN,"Thực Tập Sinh Lập Trình (No-Code, Low-Code Platform)","Sinh viên năm 3, năm 4 hoặc sinh viên cao học năm 1, năm 2 chuyên ngành công nghệ thông tin.Thời gian làm việc từ thứ 2 đến thứ 6, thực tập đáp ứng tối thiểu 4 ngày/tuần.Những người quan tâm đến thị trường No-code và Low-code mới và muốn làm việc trong lĩnh vực này.Những người thích làm việc một cách hiệu quả, chủ động học hỏi trao dồi kiến thức ngành.Có laptop cá nhân.","Phối hợp với bộ phận lập trình No-code, Low-code phát triển các ứng dụng sử dụng nền tảng phát triển No-code, Low-code, thiết lập và xác định cấu hình hệ thống cho các yêu cầu riêng của từng khách hàng.Tạo trang web bằng Webflow, Shopify, Burble, Adalo, xây dựng trang website thương mại điện tử EC, ",Hồ Chí Minh,Nhân viên Kinh Doanh,"- Có niềm say mê trong công việc - Giao tiếp, ứng xử với mọi người tốt - Có khả năng thích nghi nhanh với môi trường làm việc - Kỹ năng lên kế hoạch, tổ chức sắp xếp công việc. - Khả năng chịu được áp lực công việc - Kỹ năng làm việc nhóm tốt. - Khả năng giải quyết vấn đề linh hoạt - Kỹ năng thao tác bàn phím tốt - Khả năng truyền đạt thông tin hiệu quả",1-3 năm,Hồ Chí Minh,,,,,,
151,JOB_02,CV_064,ADJACENT_DOMAIN,HR Business Partner,"Tốt nghiệp đại học các chuyên ngành liên quan như kinh tế, quản trị, hành chánh, luật...Am hiểu sâu về Luật Lao động, Luật doanh nghiệp, Luật BHXH, Luật Công đoàn.Có ít nhất 3 năm kinh nghiệm trong công tác quản trị nhân sự và hành chánh. Ít nhất 1 năm kinh nghiệm ở vị trí tương đương.Kỹ năng lãnh đạo nhân viên; lập kế hoạch; giao tiếp tốtKỹ năng tổ chức và giám sát công việcKỹ năng phân tích, tổng hợp, làm báo cáo.Có khả năng chịu áp lực cao trong công việcTrung thực, chính trực, nhiệt tình công tác. Sáng tạo trong công việc","Xây dựng và thực hiện chiến lược nhân sự phù hợp với chiến lược kinh doanh tổng thể trong từng giai đoạn phát triển của Công ty.Giám sát và quản lý hệ thống đánh giá, thưởng phạt cho nhân viên.Hỗ trợ các nhu cầu kinh doanh thông qua việc tham gia phát triền và giưc chân lao độngXây dựng và quản lý k",Hồ Chí Minh,Thực tập sinh kế toán,"- Có niềm say mê trong công việc - Giao tiếp, ứng xử với mọi người tốt - Khả năng thích ứng với công việc nhanh - Kỹ năng tổ chức và quản lý công việc hiệu quả - Chịu được áp lực cao trong công việc - Kỹ năng làm việc nhóm cũng như làm việc độc lập. - Khả năng tìm kiếm giải pháp và lựa chọn các giải pháp tối ưu - Thành thạo tin học văn phòng - Có tầm nhìn và sự quyết đoán",Chưa có kinh nghiệm,Hồ Chí Minh,,,,,,
3667,JOB_52,CV_003,DIFFERENT_DOMAIN,Thực Tập Kế Toán Nhập Liệu,"Sinh viên đang theo học chuyên ngành kế toán, coi trọng công việc thực tậpTư duy logic tốt, kỷ luật cao, trung thực và chăm chỉƯu tiên các ứng viên có khả năng giao tiếp tốt",Nhập liệu hóa đơn bán hàng và báo có/báo nợ ngân hàng trên phần mềm kế toánCập nhật và theo dõi công nợ đơn giản Hỗ trợ lập hợp đồng/báo giá và các công việc hành chính cơ bản khác,Hà Nội,Nhân viên lái xe hạng C,"Có khả năng chu toàn công việc, siêng năng, tỉ mỉ Kỹ năng bảo dưỡng, sửa chữa xe tốt Am hiểu các kỹ thuật khó, mang tính chuyên môn cao Có khả năng quản lý công việc, từng nằm trong đội ngũ chuyên viên kỹ thuật về xe tải Có chứng chỉ đảm bảo kỹ thuật sửa chữa, bảo trì các phương tiện (ô tô, xe máy) Thân thiện, hòa đồng, cởi mở trong môi trường làm việc Khả năng công nghệ thông tin, tin học văn phòng ở mức độ trung bình - khá Tốt nghiệp nghiệp vụ kỹ thuật ôtô được cấp bởi Trường trung cấp công nghệ Hà Nội Có điều kiện, khả năng gắn bó lâu dài với công ty, doanh nghiệp",5-10 năm,Hà Nội,,,,,,
1039,JOB_14,CV_021,ADJACENT_DOMAIN,Content Marketing,"- Tốt nghiệp Cao đẳng/Đại học chuyên ngành Quản trị kinh doanh, Marketing, Ngôn ngữ,... và các khối ngành liên quan. - Tối thiểu 1-2 năm kinh nghiệm ở vị trí tương đương, đã từng làm việc trong lĩnh vực thời trang, làm đẹp là một lợi thế. - Tin học văn phòng.- Kỹ năng viết lách, sáng tạo nội dung, kỹ năng quản lý thời gian tốt - Đam mê và mong muốn phát triển lâu dài với nghề Content. - Nắm bắt xu hướng, chuyển động của mạng xã hội. - Biết các thủ thuật tăng like, views...cho các bài viết trên các kênh truyền thông của Công ty - Khả năng làm việc nhóm -Năng động, chủ động và cẩn trọng trong công việc","- Xây dựng, sáng tạo, quản trị nội dung (bao gồm viết nội dung, trình bày nội dung, ý tưởng về hình ảnh) trên Fanpages, Website, và các kênh truyền thông của Công ty.- Chịu trách nhiệm về các hoạt động Marketing/ Content và các hoạt động Branding khác liên quan đến các sản phẩm/nhãn hàng đảm nhiệm. ",Hồ Chí Minh,Tư vấn giám sát - Quản lý dự án - Chỉ huy trưởng MEP,"Như có đề cập ở trên, tôi có cơ hội được đi thực tập, làm việc trong lĩnh vực xây dựng từ sớm nên tôi có những kỹ năng thực tế trên công trường. Đầu tiên là kỹ năng đàm phán, trao đổi thông tin. Cụ thể là trong quá trình thực tập, tôi được tham gia vào dự án lớn và được làm việc với những bên thứ ba vì vậy khả năng trao đổi công việc cũng như đàm phán của tôi rất tốt. Bên cạnh đó, tôi cũng sử dụng được các phần mềm văn phòng khác hỗ trợ lập kế hoạch và soạn thảo văn bản tốt hơn.",5-10 năm,"Hồ Chí Minh, Bình Dương, Long An",,,,,,
1677,JOB_23,CV_106,DIFFERENT_DOMAIN,Nhân Viên Đào Tạo,"- Linh hoạt, chủ động trong công việc- Kỹ năng thuyết trình, giải quyết vấn đề, làm việc theo nhóm và độc lập- Tốt nghiệp Đại học trở lên- Có thể sử dụng tốt powerpoint, canva...","- Lên lịch và tổ chức các lớp học, làm báo cáo tổng hợp đánh giá kết quả của các lớp học này có tham khảo ý kiến từ giảng viên và học viên- Quản lý cơ sở dữ liệu đào tạo, dữ liệu nhà cung cấp, thư viện tài liệu đào tạo- Trực tiếp thuyết trình trong các buổi đào tạo định hướng cho nhân viên mới của T",Hà Nội,Nhân viên viết content online,"- Sự hiểu biết và tính ham học hỏi - Khả năng học và tự học hỏi nhanh. - Có khả năng thích nghi nhanh với môi trường làm việc - Kỹ năng tổ chức và quản lý công việc hiệu quả - Khả năng chịu được áp lực công việc - Kỹ năng tự chủ, nghiên cứu học hỏi tốt. - Xử lý tình huống nhanh - Thành thạo tin học văn phòng - Kỹ năng lãnh đạo tốt",Chưa có kinh nghiệm,"Hồ Chí Minh, Bình Dương, Đắk Lắk",,,,,,
3583,JOB_51,CV_103,SAME_DOMAIN,Nhân Viên QC Thời Trang,"- Kinh nghiệm: Ứng viên có kinh nghiệm tối thiểu 3 năm về nghiệp vụ liên quan.- Kiến thức cần thiết:+ Kiến thức về sản phẩm hàng thời trang đa dạng (dệt kim & dệt thoi)+ Kiến thức về quy trình sản xuất, hiểu về các công đoạn cấu thành sản phẩm- Kỹ năng chuyên môn:+ Có kiến thức am hiểu về sản xuất các loại trang phục thời trang nam/nữ/trẻ em+ Kỹ năng giao tiếp tốt, trao đổi vấn đề mạch lạc, tương tác công việc hiệu quả.+ Sử dụng được các phần mềm cơ bản: Office- Thái độ: Cầu thị, nhiệt tâm, cẩn thận, linh hoạt.",1.Kiểm soát chất lượng nguồn nguyên liệu nhập:- Kiểm soát chất lượng nguyên liệu đầu vào (nếu có)- Thông báo kịp thời các vấn đề liên quan đến chất lượng không đảm bảo của nguyên liệu sản xuất.2. Kiểm soát chất lượng hàng hóa trước khi đưa ra lưu thông:- Tiếp nhận thông tin đơn hàng từ nhân viên phụ,Hà Nội,Thực tập sinh biên phiên dịch tiếng Trung,"- Có niềm say mê trong công việc - Kỹ năng giao tiếp tốt (điện thoại, email…) - Có khả năng thích nghi nhanh với môi trường làm việc - Biết quan sát, sắp xếp, quản lý tốt - Có thể chịu được công việc có nhiều áp lực - Có khả năng xây dựng và làm việc theo đội nhóm - Khả năng tìm kiếm giải pháp và lựa chọn các giải pháp tối ưu - Kỹ năng thao tác bàn phím tốt - Có thể quản lý đội nhóm có nhiều thành viên",Chưa có kinh nghiệm,Đà Nẵng,,,,,,
5213,JOB_74,CV_066,DIFFERENT_DOMAIN,Nhân Viên Khai Báo Hải Quan,"- Ưu tiên có kinh nghiệm về thanh khoản, báo cáo quyết toán.- Thành thạo tiếng Anh (nghe nói, đọc, viết) và kỹ năng máy tính tốt (MS. Words, Excel, PowerPoint)- Có ít nhất 2 năm kinh nghiệm trở lên cùng vị trí tại Forwarder, hiểu biết về các thủ tục xuất nhập khẩu, giấy phép xuất nhập khẩu hàng hóa, thành thao và nắm rõ những công việc của 1 customs broker.- Có kiến thức về luật hải quan Việt Nam.- Nhiệt tình và có kỹ năng giao tiếp, đàm phán với khách hàng, đồng nghiệp và trưởng bộ phận.- Sẵn sàng chấp nhận thử thách, chịu được áp lực làm việc với cường độ công việc cao.","1. Nhận chứng từ xuất nhập khẩu từ đại lý và khách hàng.2. Kiểm tra thông tin hàng hóa, giấy phép xuất nhập khẩu cần thiết (nếu có).3. Khai báo Hải quan qua phần mềm ECUS / Vnaccs cho tất cả các loại hàng kinh doanh, đầu tư gia công và khu chế xuất.4. Làm kiểm dịch động vật, thực vật, giám định, kiể",Hà Nội,Nhân viên Lái xe hạng C,"Có kỹ năng, kiến thức cơ bản về lĩnh vực vận chuyển giao nhận hàng. Trung thực, thật thà, biết phân chia thời gian hợp lý trong giờ làm việc. Luôn đặt ưu tiên khách hàng lên đầu, không bị ảnh hưởng bởi nhiều tác động bên ngoài. Chịu được áp lực công việc cao, tiếp thu ý kiến đóng góp từ mọi người xung quanh.",Trên 10 năm,Hà Nam,,,,,,
1414,JOB_20,CV_051,ADJACENT_DOMAIN,Nhân Viên Kinh Doanh (Thu Nhập Lên Đến 30 Triệu),"- Nam, tuổi từ 21 trở lên;- Yêu thích kinh doanh và kiếm tiền. Chưa có kinh nghiệm nhưng có tố chất kinh doanh, yêu thích tiếp xúc khách hàng, đam mê phát triển mối quan hệ bán hàng thì sẽ được đào tạo.- Có kinh nghiệm khách hàng B2B là một lợi thế.- Có bằng lái xe ô tô là 1 lợi thế.","- Khai thác, mở rộng, thiết lập khách hàng theo kênh bán hàng đảm trách.- Vai trò đại diện thương hiệu Công ty giao dịch với khách hàng bằng việc cung cấp giải pháp, công nghệ, sản phẩm, dịch vụ...- Thực hiện trực tiếp hoạt động bán hàng, triển khai các chương trình xúc tiến thương mại theo kế hoạch",Bình Dương,marketing,"Biết lắng nghe tiếp thu ý kiến của đồng nghiệp và cấp trênChăm chỉ, chịu khó tìm hiểu các vấn đề trong công việc và cuộc sốngTinh thần trách nhiệm trong công việc",Chưa có kinh nghiệm,Hồ Chí Minh,,,,,,
3641,JOB_52,CV_036,ADJACENT_DOMAIN,Thực Tập Kế Toán Nhập Liệu,"Sinh viên đang theo học chuyên ngành kế toán, coi trọng công việc thực tậpTư duy logic tốt, kỷ luật cao, trung thực và chăm chỉƯu tiên các ứng viên có khả năng giao tiếp tốt",Nhập liệu hóa đơn bán hàng và báo có/báo nợ ngân hàng trên phần mềm kế toánCập nhật và theo dõi công nợ đơn giản Hỗ trợ lập hợp đồng/báo giá và các công việc hành chính cơ bản khác,Hà Nội,Nhân viên hành chính nhân sự,"- Năng động, hoạt bát trong các hoạt động tập thể - Kỹ năng thuyết trình tốt - Khả năng thích ứng với công việc nhanh - Có khả năng quản lý, sắp xếp khối lượng công việc lớn - Khả năng chịu được áp lực công việc - Làm việc độc lập và làm việc nhóm - Biết cách phân loại vấn đề diễn ra trong quá trình xử lý công việc - Sử dụng thành thạo phần mềm Microsoft Word, Excel, Power Point … - Khả năng truyền đạt thông tin hiệu quả",5-10 năm,Quảng Ngãi,,,,,,
1442,JOB_20,CV_024,DIFFERENT_DOMAIN,Nhân Viên Kinh Doanh (Thu Nhập Lên Đến 30 Triệu),"- Nam, tuổi từ 21 trở lên;- Yêu thích kinh doanh và kiếm tiền. Chưa có kinh nghiệm nhưng có tố chất kinh doanh, yêu thích tiếp xúc khách hàng, đam mê phát triển mối quan hệ bán hàng thì sẽ được đào tạo.- Có kinh nghiệm khách hàng B2B là một lợi thế.- Có bằng lái xe ô tô là 1 lợi thế.","- Khai thác, mở rộng, thiết lập khách hàng theo kênh bán hàng đảm trách.- Vai trò đại diện thương hiệu Công ty giao dịch với khách hàng bằng việc cung cấp giải pháp, công nghệ, sản phẩm, dịch vụ...- Thực hiện trực tiếp hoạt động bán hàng, triển khai các chương trình xúc tiến thương mại theo kế hoạch",Bình Dương,Nhân viên lái xe hạng B2,"Có chí tiến thủ đối với công việc Có khả năng đi xa, đi dài ngày, sức khỏe đảm bảo tốt cho tính chất công việc vận tải Chăm chỉ, làm việc nhiệt tình, không quản ngại khó khăn, tinh thần trách nhiệm cao, chấp hành tốt các quy định mà công ty đề ra. Thông thạo luật giao thông, thạo đường xá Tích cực giải quyết các vấn đề liên quan đến công việc Có thể tăng ca ngoài giờ làm Kiểm tra, đánh giá cẩn thận các tuyến vận chuyển đã thực hiện, chủ động rút kinh nghiệm cho các công tác sau",Trên 10 năm,Hà Nội,,,,,,
